Site,Date,live_dead,shell_height_mm,total_live,sample,time,latitude,longitude,depth_m,pH,cond_mScm,turb_NTU,TDS_gL,temp_C,sal_ppt,DO_mgL
Lemon Creek Lagoon,2018-11-08,live,26.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,26.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,26.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,35.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,35.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,35.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,26.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,26.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,26.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,29.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,29.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,29.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,22.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,22.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,22.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,dead,20.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,dead,20.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,dead,20.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,25.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,25.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,25.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,43.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,37.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,37.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,37.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,36.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,36.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,36.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,41.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,41.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,41.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,30.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,31.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,31.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,31.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,41.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,41.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,41.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,25.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,25.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,25.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,26.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,26.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,26.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,30.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,42.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,42.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,42.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,33.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,33.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,33.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,19.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,19.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,19.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,40.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,40.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,40.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,17.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,17.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,17.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,20.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,20.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,20.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,28.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,28.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,28.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,19.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,19.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,19.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,30.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,30.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,15.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,15.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,15.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,36.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,36.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,36.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,12.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,12.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,12.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,13.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,13.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,13.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,16.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,16.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,16.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,11.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,11.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,11.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,11.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,11.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,11.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,17.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,17.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,17.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,10.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,10.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,10.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,20.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,20.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,20.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,7.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,7.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,7.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,8.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,8.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,8.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,6.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,6.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,6.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,,,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,,,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,,,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,10.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,10.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,10.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,26.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,26.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,26.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,12.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,12.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,12.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,13.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,13.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,13.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,18.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,18.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,18.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,39.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,39.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,39.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,33.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,33.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,33.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,26.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,26.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,26.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,18.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,18.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,18.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,20.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,20.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,20.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,31.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,31.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,31.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,43.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,38.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,38.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,38.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,37.0,,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.689499999999999
Lemon Creek Lagoon,2018-11-08,live,37.0,,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,37.0,,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
