Site,Date,live_dead,shell_height_mm,total_live,sample,time,latitude,longitude,depth_m,pH,cond_mScm,turb_NTU,TDS_gL,temp_C,sal_ppt,DO_mgL
Lemon Creek Nursery,2017-08-08,,23.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,23.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,30.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,30.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,30.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,32.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,32.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,32.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,22.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,22.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,22.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,28.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,28.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,28.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,43.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,43.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,43.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,24.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,24.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,24.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,26.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,26.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,26.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,17.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,17.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,17.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,17.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,17.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,17.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,23.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,23.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,23.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,45.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,45.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,45.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,32.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,32.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,32.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,41.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,41.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,41.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,41.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,41.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,41.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,47.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,47.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,47.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,38.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,38.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,38.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,35.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,35.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,35.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,34.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,34.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,34.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,33.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,33.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,33.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,36.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,36.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,36.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,35.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,35.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,35.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,45.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,45.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,45.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,45.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,45.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,45.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,36.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,36.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,36.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,23.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,23.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,23.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,21.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,21.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,21.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,19.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,19.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,19.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,11.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,11.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,11.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,26.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,26.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,26.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,23.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,23.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,23.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,20.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,20.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,20.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,51.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,51.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,51.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,30.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,30.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,30.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,32.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,32.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,32.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,31.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,31.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,31.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,32.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,32.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,32.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,28.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,28.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,28.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,29.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,29.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,29.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,21.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,21.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,21.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,40.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,40.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,40.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,26.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,26.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,26.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,43.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,43.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,43.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,36.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,36.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,36.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,30.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,30.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,30.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,41.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,41.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,41.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,50.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,50.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,50.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,12.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,12.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,12.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,21.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,21.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,21.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,31.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,31.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,31.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,20.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,20.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,20.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,35.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,35.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,35.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,24.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,24.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,24.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,18.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,18.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,18.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,25.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,25.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,25.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,44.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,44.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,44.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,42.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,42.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,42.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,46.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,46.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,46.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,16.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,16.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,16.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,13.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,13.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,13.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,13.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,13.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,13.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,27.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,27.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,27.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,23.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,23.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,23.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,12.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,12.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,12.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,21.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,21.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,21.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,29.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,29.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,29.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,32.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,32.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,32.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,20.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
Lemon Creek Nursery,2017-08-08,,20.0,,2,9:35 AM,,,0.0,7.65,36.1,4.9,22.0,23.1,22.8,4.3
Lemon Creek Nursery,2017-08-08,,20.0,,3,9:46 AM,,,0.0,7.6,36.2,6.4,22.1,23.1,22.8,4.41
Lemon Creek Nursery,2017-08-08,,39.0,,1,9:25 AM,,,0.0,7.66,36.1,6.1,22.0,23.07,22.7,11.17
